scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
600975,新五丰,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,454351749.81,6.5232,-49.5477,43521867.11,-56.6909,-4.353,3.0,2.23758052,-0.266077,19.398,农牧饲渔,-,-,058001001,069001001001,2021-04-30T00:00:00
600966,博汇纸业,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.6063,-,4052719389.19,55.4869,-12.9363,810537745.47,337.243,164.3654,12.49,5.15896615,1.405254,33.4204,造纸印刷,-,-,058001001,069001001001,2021-04-30T00:00:00
600992,贵绳股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0175,-,424537676.84,18.4928,-33.0673,4299909.06,176.5972,-55.9692,0.298,5.89576144,-0.174506,12.682,通用设备,-,-,058001001,069001001001,2021-04-30T00:00:00
600114,东睦股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,858308283.08,67.1518,-16.7695,45178485.56,70.8177,15.4815,1.7,4.34603309,0.074289,26.6634,通用设备,-,-,058001001,069001001001,2021-04-30T00:00:00
600960,渤海汽车,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0048,-,1218675215.59,14.545,-10.2093,4574861.61,145.6048,-93.0085,0.09,5.24514351,0.028077,10.7747,汽车零部件,-,-,058001001,069001001001,2021-04-30T00:00:00
600463,空港股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.02,-,192509122.79,71.5165,-55.9071,-6208659.53,39.521,-121.6009,-0.5,4.13150029,-0.573325,14.8132,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600284,浦东建设,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1239,-,2862456718.92,34.8644,18.1947,120173271.66,43.3069,-37.0223,1.85,6.7513458,-0.714903,5.9374,工程建设,-,-,058001001,069001001001,2021-04-30T00:00:00
600452,涪陵电力,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.35,-,765230081.39,26.0353,10.5916,153867561.4,45.114,29.3064,7.69,4.73059219,0.366168,25.295,电力行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600493,凤竹纺织,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0179,-,229942644.6,19.0691,-35.2624,4879768.76,212.9049,-62.205,0.6343,2.83752533,-0.15385,12.8647,纺织服装,-,-,058001001,069001001001,2021-04-30T00:00:00
600325,华发股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.25,-,6369868700.51,-29.4928,-71.3644,554300758.77,-7.9242,-51.6925,3.52,7.22888609,2.529864,26.9441,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600387,ST海越,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.02,-,1614484219.0,-14.0042,9.3344,11064408.24,-42.9116,-36.6807,0.35,6.86614314,-2.421256,3.4215,石油行业,-,-,058001001,069001001003,2021-04-30T00:00:00
600671,ST目药,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0252,-,38914225.39,-30.1632,-16.3376,-3068992.24,-12327.7465,91.5693,-4.3038,0.57296022,-0.010772,26.5733,中药,-,-,058001001,069001001003,2021-04-30T00:00:00
600668,尖峰集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.26,-,781597643.77,45.3896,-22.3695,88821447.39,-27.5852,30.2567,1.98,13.15492061,0.184132,29.4428,水泥建材,-,-,058001001,069001001001,2021-04-30T00:00:00
600663,陆家嘴,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.2192,-,2948380656.47,-29.0149,-48.935,884479580.5,16.222,-48.5784,4.27,5.24649868,0.343292,68.0002,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600658,电子城,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.1,-,248742080.17,-67.9072,-82.4162,-107315325.36,-165.8542,-221.4944,-1.55,6.14515664,-0.529931,11.6397,房地产服务,-,-,058001001,069001001001,2021-04-30T00:00:00
600654,ST中安,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.05,-,661066233.78,36.6607,-25.8139,-63035578.12,42.5386,-184.5325,-103.18,0.0206657,-0.045708,14.5446,软件开发,-,-,058001001,069001001003,2021-04-30T00:00:00
600653,申华控股,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0021,-,1971803682.56,77.465,4.3916,4060436.44,110.0997,100.5635,0.369,0.56713559,0.087812,8.5016,汽车服务,-,-,058001001,069001001001,2021-04-30T00:00:00
600651,飞乐音响,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.023,-,1138666411.3,8.7058,-9.3918,-58841925.94,68.374,77.0169,-2.29,0.96327741,-0.016487,26.4438,光学光电子,-,-,058001001,069001001001,2021-04-30T00:00:00
600650,锦江在线,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0727,-,707364171.91,41.2078,2.482,40107619.6,0.7025,-77.0678,1.13,6.40496842,-0.040903,17.8356,铁路公路,-,-,058001001,069001001001,2021-04-30T00:00:00
600649,城投控股,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,1223564918.34,2140.8133,-80.8303,168767727.44,280.4417,-64.706,0.85,7.85231311,-1.978287,37.3423,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600647,同达创业,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.028,-,82447564.5,28470.1925,13.5553,3897818.81,902.8113,-52.0809,1.29,2.1800388,-0.561,4.4219,贸易行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600644,乐山电力,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0692,-,611009641.65,20.4677,-5.436,37243109.7,-8.6151,151.8489,2.31,3.02594578,-0.042819,22.6932,电力行业,-,-,058001001,069001001001,2021-04-14T00:00:00
600642,申能股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.181,-,5978722322.01,12.2787,1.7484,889176788.42,96.255,101.4033,2.84,6.46129903,0.314607,16.9083,电力行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600640,新国脉,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0193,-,963416311.21,77.7187,-49.7171,-15364234.03,72.7078,-109.1319,-0.3415,5.64519131,-0.044624,12.1493,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
600639,浦东金桥,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1134,-,408974928.98,-74.3773,-65.5123,127290585.55,-71.2668,-69.796,1.19,9.45168977,-0.597273,52.8986,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600637,东方明珠,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0826,-,2021143833.42,-16.4822,-29.8345,282018580.44,-1.0625,-10.096,0.9506,8.63486456,0.036314,28.5296,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
600628,新世界,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.04,-,269416208.18,33.716,-17.5168,23695960.27,270.204,-54.2023,0.54,6.75141122,-0.112415,39.9743,商业百货,-,-,058001001,069001001001,2021-04-30T00:00:00
600626,申达股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.3322,-,2799068567.73,-0.0506,-5.7339,283103914.06,122.9142,141.0312,11.04,3.17463652,-0.168651,9.5514,汽车零部件,-,-,058001001,069001001001,2021-04-30T00:00:00
600299,安迪苏,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.14,-,2993524401.0,4.9501,-1.1807,367341894.0,24.6276,44.8418,2.64,5.18856166,0.202183,37.578,化学制品,-,-,058001001,069001001001,2021-04-30T00:00:00
600290,ST华仪,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0741,-,52044548.73,-0.056,-80.3088,-56271930.71,38.4695,-143.6472,-4.9,1.47366838,0.010264,20.476,电网设备,-,-,058001001,069001001003,2021-04-30T00:00:00
600289,ST信通,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0895,-,57796327.98,34.4838,-76.1245,-56465620.6,37.7608,74.0722,5.3,2.36531295,-0.244748,86.084,通信服务,-,-,058001001,069001001003,2021-04-30T00:00:00
600282,南钢股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1599,-,16941647777.13,46.9066,17.1324,979686124.48,112.3796,16.7327,3.98,3.99970745,0.088139,10.61,钢铁行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600281,华阳新材,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0058,-,81260368.55,-61.3832,42.8896,2967067.09,330.9323,-92.2452,0.56,1.02954495,-0.019887,19.1858,小金属,-,-,058001001,069001001001,2021-04-30T00:00:00
600279,重庆港,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.002,-,1332859487.66,60.6152,-17.4147,2403560.27,-16.7969,-90.0076,0.04,4.65756847,0.052344,7.3477,航运港口,-,-,058001001,069001001001,2021-04-30T00:00:00
600278,东方创业,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,10871585394.75,21.7693,-5.8218,62944938.61,161.6426,-39.1044,0.89,7.74855649,-0.726654,3.0637,贸易行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600275,*ST昌鱼,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0024,-,584597.3,-27.2255,-95.3004,-1237927.95,84.5339,87.5351,-3.0961,0.07736069,-0.002061,26.1471,农牧饲渔,-,-,058001001,069001001003,2021-04-30T00:00:00
600261,阳光照明,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.13,-,1017671728.51,6.3472,-10.2791,182098232.27,114.8972,341.5572,4.54,2.82635005,-0.182691,30.3284,家电行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600260,ST凯乐,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.19,-,1877903585.19,-2.5186,-20.0733,189628524.0,8.2378,223.842,2.82,6.84789601,-0.225813,19.7073,通信设备,-,-,058001001,069001001003,2021-04-30T00:00:00
600259,广晟有色,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.13,-,2679256803.92,70.7011,-30.963,40635613.16,689.8347,96.6765,2.33,5.82730075,-1.61079,4.4441,小金属,-,-,058001001,069001001001,2021-04-30T00:00:00
600258,首旅酒店,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.1859,-0.1938,1271193020.88,58.7528,-25.4679,-181932006.97,65.4132,-408.2876,-2.29,7.93769565,0.20269,12.2691,旅游酒店,-,-,058001001,069001001001,2021-04-30T00:00:00
600252,中恒集团,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0527,-,1154801429.41,17.3175,53.8577,180444254.6,15.9997,33.963,2.6,1.96220746,0.002966,78.8738,中药,-,-,058001001,069001001001,2021-04-30T00:00:00
600250,南纺股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.1,-,246334210.75,82.5004,-39.3885,-32206389.84,-168.6942,-44.2087,-3.56,2.79921752,-0.020346,16.783,贸易行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600246,万通发展,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0126,-,271373659.3,24.1509,-17.9772,-24849945.65,-1314.9372,-589.0037,-0.31,3.34869399,-0.083799,37.8771,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600242,ST中昌,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.019,-,232441629.45,-0.894,-15.5785,-8891687.03,65.0312,-215.3507,-1.71,1.12926423,-0.140566,9.0245,互联网服务,-,-,058001001,069001001003,2021-04-30T00:00:00
600232,金鹰股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.007,-,223335541.72,16.254,-35.1609,2511238.49,195.4931,125.1674,0.235,2.93306697,-0.190433,11.2165,纺织服装,-,-,058001001,069001001001,2021-04-30T00:00:00
600231,凌钢股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.08,-,5784041493.32,34.9208,2.4661,238209856.41,5241.997,73.5267,2.81,3.03973129,-0.122645,7.6133,钢铁行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600545,卓郎智能,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0096,-,1242008000.0,6.7978,5.331,17249000.0,135.8086,104.0317,0.44,2.03699352,0.27916,18.2549,专用设备,-,-,058001001,069001001001,2021-04-30T00:00:00
600081,东风科技,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1353,-,1799120433.32,96.6389,-16.9684,42430098.93,168.8548,817.5634,2.9284,4.68661438,0.018764,13.6661,汽车零部件,-,-,058001001,069001001001,2021-04-30T00:00:00
600077,宋都股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.03,-,971617804.15,14.5702,-73.3274,36848149.37,-42.2793,-80.1999,0.78,3.545945,0.13519,20.7277,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600072,中船科技,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.005,-,465602648.71,159.3183,-40.8986,3835293.52,-37.3514,-97.0245,0.098,5.33802661,0.3654,11.7219,船舶制造,-,-,058001001,069001001001,2021-04-30T00:00:00
600070,浙江富润,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.17,-,541465423.54,-16.0436,-47.4834,88650742.86,42.9124,111.3479,3.76,4.70884121,-0.208229,12.6521,互联网服务,-,-,058001001,069001001001,2021-04-30T00:00:00
600064,南京高科,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.448,-,1965654653.26,162.4011,290.0222,553178261.93,-6.2559,171.7187,4.09,11.16462465,-0.411524,25.8257,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600061,国投资本,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.25,-,3580184897.53,18.3748,-17.0067,1077477845.29,69.4939,80.7187,2.45,10.2669774,2.600999,-3.6159,证券,-,-,058001001,069001001001,2021-04-30T00:00:00
600059,古越龙山,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.08,-,501049309.13,37.014,13.6028,61416945.59,32.4011,-4.9812,1.43,5.34138678,-0.118401,36.1843,酿酒行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600054,黄山旅游,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0437,-,147090427.22,110.7554,-48.6718,-31909189.56,58.6889,-2141.2661,-0.75,5.78855043,-0.028183,19.9447,旅游酒店,-,-,058001001,069001001001,2021-04-30T00:00:00
600052,浙江广厦,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.003,-,3417556.42,140.4816,-64.9217,-2772974.73,96.0588,95.2265,-0.08,4.00033517,-0.29154,54.3044,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
600037,歌华有线,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0062,-,543255747.48,10.4864,-35.0617,-8595101.93,-144.6372,-168.355,-0.06,9.10195367,0.070446,11.4887,文化传媒,-,-,058001001,069001001001,2021-04-30T00:00:00
600033,福建高速,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0841,-,720601971.77,225.2739,-10.8531,230868715.49,764.5734,13.2231,2.31,3.68234313,0.222485,65.6852,铁路公路,-,-,058001001,069001001001,2021-04-30T00:00:00
600026,中远海能,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0719,-,3077030029.55,-24.3633,-0.6985,342651167.11,-45.5136,136.004,0.98,7.36611839,0.108194,12.1135,航运港口,-,-,058001001,069001001001,2021-04-30T00:00:00
600016,民生银行,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.34,-,43072000000.0,-12.6913,3.4638,14747000000.0,-11.4294,588.3113,3.16,10.85617377,1.397766,-,银行,-,-,058001001,069001001001,2021-04-30T00:00:00
600010,包钢股份,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0117,-,17502744423.02,32.4789,10.2259,734295635.46,326.6618,207.5183,1.38,1.17693632,0.028886,13.7674,钢铁行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600008,首创环保,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0407,-,4236313605.46,44.758,-44.6109,298646648.83,153.4123,-44.9066,1.15,2.20054648,0.025842,31.137,公用事业,-,-,058001001,069001001001,2021-04-30T00:00:00
600007,中国国贸,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.24,-,839253722.0,14.9583,-2.7499,237625959.0,16.5267,11.5945,2.92,8.19104497,0.477933,54.5978,房地产开发,-,-,058001001,069001001001,2021-04-30T00:00:00
600006,东风汽车,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1366,-,3964142914.36,91.8797,9.317,273130374.48,1087.9359,332.0172,3.43,4.04464753,-1.019458,11.8747,汽车整车,-,-,058001001,069001001001,2021-04-30T00:00:00
600000,浦发银行,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.61,0.61,49522000000.0,-10.6488,3.9221,18697000000.0,7.6954,37.65,3.35,18.49952303,-4.418949,-,银行,-,-,058001001,069001001001,2021-04-30T00:00:00
600515,*ST基础,A股,上交所风险警示板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0011,-,1341628251.31,59.7501,-49.1663,4110251.27,102.3035,100.0481,0.0563,1.75432928,0.088007,32.6059,房地产开发,-,-,058001001,069001001003,2021-04-30T00:00:00
000419,通程控股,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0361,-,567118286.19,35.2221,113.5032,19634669.18,6.5421,28.8519,0.62,5.85905719,-0.318957,28.2742,商业百货,-,-,058001001,069001002001,2021-04-30T00:00:00
000416,民生控股,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0017,-,9792416.78,-23.348,-66.0326,879451.36,-87.5532,-90.3391,0.1,1.69444205,-0.034578,-,多元金融,-,-,058001001,069001002001,2021-04-30T00:00:00
000415,渤海租赁,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0655,-,5814446000.0,-40.4965,27.5391,-404056000.0,-206.149,91.1289,-1.48,4.41303199,0.480189,42.7791,多元金融,-,-,058001001,069001002001,2021-04-30T00:00:00
000413,东旭光电,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0815,-,1185966959.29,16.4765,-51.9032,-467248931.5,-23.2631,78.65,-1.7,4.73632351,0.065793,10.2437,光学光电子,-,-,058001001,069001002001,2021-04-30T00:00:00
000408,藏格矿业,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.127,-,429453064.02,57.6462,-40.0822,253122336.37,193.9972,37.7236,3.16,4.08382242,0.177299,33.0859,化肥行业,-,-,058001001,069001002001,2021-04-30T00:00:00
000301,东方盛虹,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.12,-,6464986395.63,52.7743,-9.3484,601449137.38,205.2852,647.4717,3.37,3.75211352,0.100655,15.8961,化纤行业,-,-,058001001,069001002001,2021-04-30T00:00:00
601866,中远海发,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0668,-,5278855022.04,52.7724,-15.3496,827503592.29,141.99,80.4883,4.15,1.63767676,0.110395,23.1311,航运港口,-,-,058001001,069001001001,2021-04-30T00:00:00
000158,常山北明,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0556,-,1425030174.37,16.714,-69.9946,-88854636.27,10.2021,-159.0365,-1.49,3.70806561,-0.446571,8.8695,综合行业,-,-,058001001,069001002001,2021-04-30T00:00:00
000157,中联重科,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.3,-,19049979659.2,110.1097,-4.1023,2415513572.98,135.4091,51.5043,4.66,6.3916258,0.306964,27.1686,工程机械,-,-,058001001,069001002001,2021-04-30T00:00:00
000156,华数传媒,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,1656831016.58,13.5021,-65.3134,136559198.91,-13.269,-63.4834,1.0,7.38120926,-0.040618,30.0546,文化传媒,-,-,058001001,069001002001,2021-04-30T00:00:00
000151,中成股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0089,-,120330888.17,-8.0112,-61.6711,2626035.77,-63.2857,100.8766,0.41,2.17005903,-0.122137,21.116,贸易行业,-,-,058001001,069001002001,2021-04-30T00:00:00
000066,中国长城,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.05,-,3117187785.59,178.2175,-55.3818,-158732620.02,43.6576,-114.5554,-3.45,3.03814696,-0.569445,20.4334,计算机设备,-,-,058001001,069001002001,2021-04-30T00:00:00
000060,中金岭南,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.07,-,9105919838.39,50.5189,9.2601,256638801.01,80.1221,-30.5213,2.08,3.34640601,0.077395,5.7921,有色金属,-,-,058001001,069001002001,2021-04-30T00:00:00
000046,泛海控股,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.0288,-,6210485514.07,165.9436,28.633,-149422311.54,-22.0693,96.2735,-0.89,3.17806062,0.664227,79.551,多元金融,-,-,058001001,069001002001,2021-04-30T00:00:00
002049,紫光国微,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.5335,-,952387181.16,47.4383,0.2528,323724333.83,70.3063,165.6491,6.32,8.7133385,-0.142822,53.9954,半导体,-,-,058001001,069001002001,2021-04-30T00:00:00
002044,美年健康,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.11,-,1332071840.95,148.9168,-60.7755,-423786255.23,29.1935,-139.5676,-5.46,1.92789893,-0.178442,15.8306,医疗服务,-,-,058001001,069001002001,2021-04-30T00:00:00
600027,华电国际,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.095,-,29263011000.0,32.3134,8.6704,1198855000.0,0.7982,119.0242,1.96,4.90411942,0.405839,11.6078,电力行业,-,-,058001001,069001001001,2021-04-30T00:00:00
601988,中国银行,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.18,0.18,157855000000.0,6.5824,15.5812,53989000000.0,2.6739,14.4829,3.0425,6.1488206,1.971901,-,银行,-,-,058001001,069001001001,2021-04-30T00:00:00
601328,交通银行,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.3,-,68344000000.0,5.1398,12.3968,21946000000.0,2.3076,-14.146,2.95,10.18558367,-1.109112,-,银行,-,-,058001001,069001001001,2021-04-30T00:00:00
601288,农业银行,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.18,-,194452000000.0,4.1488,21.7478,65861000000.0,2.608,30.1858,3.41,5.55532126,1.093682,-,银行,-,-,058001001,069001001001,2021-04-30T00:00:00
600527,江南高纤,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0076,-,196552595.45,2.0906,-23.0016,13080128.82,64.9375,-49.6239,0.62,1.42542134,0.000359,16.4716,化纤行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600900,长江电力,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1262,-,8870397197.98,5.7964,-40.561,2869334570.29,25.27,-52.5496,1.65,7.69989404,0.145292,43.2391,电力行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600477,杭萧钢构,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.041,-,1866402389.76,108.4175,-38.7481,89317793.83,-58.7241,16.1555,2.18,1.92252953,-0.111602,15.7888,水泥建材,-,-,058001001,069001001001,2021-04-30T00:00:00
600406,国电南瑞,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.04,-,4920653095.28,27.0181,-73.264,201243906.04,165.5765,-91.2611,0.59,7.45387808,-0.251697,22.0531,电网设备,-,-,058001001,069001001001,2021-04-30T00:00:00
600547,山东黄金,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.07,-,7297137748.1,-47.7497,-27.0509,-318539626.2,-156.5474,-176.9431,-1.06,5.96839797,0.113423,8.9409,贵金属,-,-,058001001,069001001001,2021-04-30T00:00:00
600489,中金黄金,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.1,-,11216276343.17,53.2762,-28.3198,482075212.44,202.0661,-6.876,2.0,5.11988234,-0.326517,13.8772,贵金属,-,-,058001001,069001001001,2021-04-30T00:00:00
600352,浙江龙盛,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.3322,0.2387,4174336667.64,-0.6129,-3.1572,1068791971.38,-9.1092,5.1775,3.78,8.84538745,0.10375,41.3167,化学制品,-,-,058001001,069001001001,2021-04-30T00:00:00
600546,山煤国际,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.16,-,9367227634.4,23.7773,20.7252,318975421.71,55.6051,75.8769,3.46,3.7382017,0.187265,20.0202,煤炭行业,-,-,058001001,069001001001,2021-04-30T00:00:00
600029,南方航空,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.26,-,21253000000.0,0.5298,-21.8956,-4006000000.0,23.8693,-18.5558,-5.95,4.2632918,-0.003327,-10.3891,航空机场,-,-,058001001,069001001001,2021-04-30T00:00:00
600425,青松建化,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.044,-,366198820.27,118.9901,-53.8507,-60374842.96,20.042,-555.2814,-1.292,3.36982802,-0.05406,11.9339,水泥建材,-,-,058001001,069001001001,2021-04-30T00:00:00
600271,航天信息,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.15,-,3726417630.14,-5.0554,-65.948,286672601.58,167.5658,-66.5655,2.25,6.72599529,-0.33961,28.7972,互联网服务,-,-,058001001,069001001001,2021-04-30T00:00:00
000852,石化机械,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0022,-,1278115845.2,0.8983,-21.916,1695917.43,111.9211,6.8586,0.09,2.33228893,-0.136639,14.3188,专用设备,-,-,058001001,069001002001,2021-04-30T00:00:00
000851,高鸿股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0013,-,1325154466.79,55.7737,-56.2766,1136463.9,101.9243,113.5959,0.04,3.49011807,-0.213308,9.2556,通信设备,-,-,058001001,069001002001,2021-04-30T00:00:00
000850,华茂股份,A股,深交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,-0.03,-,783494061.51,42.9386,-17.9628,-24626595.24,85.4221,21.8212,-0.57,4.53350789,0.017377,17.513,纺织服装,-,-,058001001,069001002001,2021-04-30T00:00:00
600624,复旦复华,A股,上交所主板,2021-04-30T00:00:00,2021-03-31T00:00:00,0.0064,-,248763677.03,18.3339,10.3463,4381074.2,-65.8108,105.4406,0.4,1.61020602,0.007818,48.3394,综合行业,-,-,058001001,069001001001,2021-04-30T00:00:00
