143,688239,航宇科技,详细,0.31,1.97亿,51.49,-10.16,3251万,96.42,36.12,5.5746,5.71,0.1313,32.76,,航天航空,06-15,https://data.eastmoney.com/bbsj/yjbb/688239.html
144,301019,宁波色母,详细,0.39,1.19亿,50.85,-7.530,2354万,55.08,-43.47,6.4575,6.27,0.1248,36.08,,塑料制品,06-15,https://data.eastmoney.com/bbsj/yjbb/301019.html
145,301018,申菱环境,详细,0.02,1.97亿,120.07,-69.90,426.8万,132.85,-93.99,4.9691,0.45,0.0617,34.41,,专用设备,06-15,https://data.eastmoney.com/bbsj/yjbb/301018.html
146,300658,延江股份,详细,0.041,2.97亿,8.062,-6.610,621.2万,-84.03,138.34,7.2663,0.57,0.2718,23.62,,美容护理,06-15,https://data.eastmoney.com/bbsj/yjbb/300658.html
147,300947,德必集团,详细,0.46,2.21亿,3.378,-0.350,2068万,-33.64,-33.86,24.8,2.25,1.9947,36.99,,文化传媒,06-11,https://data.eastmoney.com/bbsj/yjbb/300947.html
148,000010,美丽生态,详细,0.0019,2.28亿,224.56,-64.00,158.1万,113.53,-88.56,0.6019,0.15,-0.0497,17.77,,工程建设,06-11,https://data.eastmoney.com/bbsj/yjbb/000010.html
149,688499,利元亨,详细,0.68,5.24亿,201.96,13.09,4494万,580.70,-8.115,16.57,-,0.756,36.02,,专用设备,06-10,https://data.eastmoney.com/bbsj/yjbb/688499.html
150,688161,威高骨科,详细,-,4.21亿,46.71,-25.06,1.11亿,101.51,-36.52,7.1567,-,0.1774,84.47,,医疗器械,06-10,https://data.eastmoney.com/bbsj/yjbb/688161.html
151,601921,浙版传媒,详细,0.03,20.58亿,94.53,-49.20,6454万,170.62,-89.00,4.2728,0.76,0.282,24.70,,文化传媒,06-10,https://data.eastmoney.com/bbsj/yjbb/601921.html
152,301017,漱玉平民,详细,0.1,11.85亿,5.777,-9.095,3762万,195.47,-59.68,4.2695,2.44,0.2453,28.43,,医药商业,06-10,https://data.eastmoney.com/bbsj/yjbb/301017.html
153,301016,雷尔伟,详细,0.42,1.42亿,30.44,42.11,3805万,40.05,37.25,4.8915,36.48,-0.5148,47.40,,交运设备,06-10,https://data.eastmoney.com/bbsj/yjbb/301016.html
154,300152,科融环境,详细,-0.0133,2525万,-44.15,-89.58,-945.2万,58.72,-120.02,1.0387,-1.43,0.0056,18.97,,环保行业,06-10,https://data.eastmoney.com/bbsj/yjbb/300152.html
155,605056,咸亨国际,详细,0.05,3.01亿,151.11,-58.24,1750万,521.88,-84.19,2.6899,1.82,0.0288,36.79,,仪器仪表,06-09,https://data.eastmoney.com/bbsj/yjbb/605056.html
156,600905,三峡能源,详细,0.0747,38.12亿,43.08,18.52,14.95亿,51.41,86.93,2.1704,3.50,0.0958,64.51,,电力行业,06-09,https://data.eastmoney.com/bbsj/yjbb/600905.html
157,301015,百洋医药,详细,0.18,16.26亿,68.07,-9.791,8603万,-292.63,-23.75,3.2966,5.68,-0.2488,21.72,,医药商业,06-09,https://data.eastmoney.com/bbsj/yjbb/301015.html
158,688367,工大高科,详细,-0.003,904.1万,67.06,-91.69,-16.54万,47.86,-100.54,4.29,-0.06,-0.0743,27.94,,交运设备,06-08,https://data.eastmoney.com/bbsj/yjbb/688367.html
159,688025,杰普特,详细,0.24,2.56亿,174.26,0.270,2174万,211.41,763.24,17.72,1.34,-1.0586,33.21,,电子元件,06-08,https://data.eastmoney.com/bbsj/yjbb/688025.html
160,605011,杭州热电,详细,0.15,6.28亿,61.30,4.073,5243万,178.34,-34.11,4.3965,3.37,0.0165,14.77,,公用事业,06-08,https://data.eastmoney.com/bbsj/yjbb/605011.html
161,603171,税友股份,详细,0.1,2.77亿,1.774,-48.49,3650万,46.51,-73.26,4.9667,2.03,-0.7203,64.33,,互联网服务,06-08,https://data.eastmoney.com/bbsj/yjbb/603171.html
162,688601,力芯微,详细,0.5,1.66亿,45.10,28.22,2411万,30.55,103.35,7.2328,7.19,-0.1836,31.01,,半导体,06-07,https://data.eastmoney.com/bbsj/yjbb/688601.html
163,301013,利和兴,详细,-0.04,4129万,-50.64,-76.44,-406.5万,-119.03,-117.43,5.1302,-0.72,-0.3518,31.58,,专用设备,06-07,https://data.eastmoney.com/bbsj/yjbb/301013.html
164,301004,嘉益股份,详细,0.16,7917万,8.383,-38.27,1189万,-12.63,-51.96,5.3115,3.03,0.3865,31.59,,家用轻工,06-07,https://data.eastmoney.com/bbsj/yjbb/301004.html
165,001209,洪兴股份,详细,0.47,2.76亿,20.61,-36.81,3297万,30.33,-38.67,8.3077,5.80,-0.8284,42.12,,纺织服装,06-07,https://data.eastmoney.com/bbsj/yjbb/001209.html
166,300863,卡倍亿,详细,0.22,4.38亿,197.64,-11.50,1203万,22.82,-43.73,10.72,2.05,0.7304,8.11,,汽车零部件,06-05,https://data.eastmoney.com/bbsj/yjbb/300863.html
167,002197,证通电子,详细,0.01,2.54亿,6.802,-59.82,336.6万,22.55,-13.12,4.6989,0.14,0.0169,31.25,,计算机设备,06-05,https://data.eastmoney.com/bbsj/yjbb/002197.html
168,688276,百克生物,详细,0.15,2.47亿,24.12,-31.00,5542万,11.13,-26.98,4.9383,3.07,-0.2147,88.30,,生物制品,06-04,https://data.eastmoney.com/bbsj/yjbb/688276.html
169,600276,恒瑞医药,详细,0.28,69.29亿,25.37,-16.73,14.97亿,13.77,-27.70,6.0373,4.78,0.0374,86.86,,化学制药,06-04,https://data.eastmoney.com/bbsj/yjbb/600276.html
170,300984,金沃股份,详细,0.39,1.76亿,35.43,0.928,1411万,9.804,-34.34,8.1727,-,0.5263,19.75,,通用设备,06-04,https://data.eastmoney.com/bbsj/yjbb/300984.html
171,688690,纳微科技,详细,0.0619,6654万,161.37,-13.79,2205万,497.85,-33.53,1.5713,4.03,-0.0533,77.98,,化学制药,06-03,https://data.eastmoney.com/bbsj/yjbb/688690.html
172,688216,气派科技,详细,0.25,1.53亿,92.36,-8.940,2023万,1329.6,-18.40,7.101,3.64,0.5007,28.62,,半导体,06-02,https://data.eastmoney.com/bbsj/yjbb/688216.html
